experiment,architecture,security,topology,mode,attempt_id,attempt_key,total_transport_events,total_ascon_ops,edge_processing_p95_ms,edge_payload_wire_bytes_avg,server_ingress_processing_p95_ms,server_egress_processing_p95_ms,avg_transport_overhead_pct,rounds_observed,round_completion_rate,last_global_accuracy,last_global_loss,avg_round_duration_sec,p95_round_duration_sec,local_accuracy_avg,local_loss_avg
RN_FOG_ASCON,RN,ASCON,fog,ascon,5,RN_FOG_ASCON#5,1408,1408,4.458699999999998,233.17549668874173,48.8614,48.81645,91.55601221134671,20.0,0.6666666666666666,0.983333,0.047601,60.421052631578945,63.699999999999946,0.9474999964237213,0.15520258152391758
RN_FOG_ASCON,RN,ASCON,fog,ascon,9,RN_FOG_ASCON#9,1404,1404,4.36085,231.7375415282392,43.426300000000005,51.73060000000001,92.19297901918256,20.0,0.6666666666666666,0.95,0.2298,-4477.736842105263,80.49999999999956,0.8974999904632568,0.26325311316177247
RN_FOG_NO_ASCON,RN,NO_ASCON,fog,plain,2,RN_FOG_NO_ASCON#2,1406,0,0.18775,114.30679933665009,0.0,0.5038500000000002,0.0,20.0,0.6666666666666666,0.866667,0.32798,72.15789473684211,92.6999999999991,0.9149999991059303,0.2265021160710603
RN_FOG_NO_ASCON,RN,NO_ASCON,fog,plain,3,RN_FOG_NO_ASCON#3,1425,0,0.149,115.68,0.0,0.5720000000000002,0.0,20.0,0.6666666666666666,0.9,0.184788,74.15789473684211,98.89999999999903,0.909166656434536,0.2543059919262305
RN_FOG_NO_ASCON,RN,NO_ASCON,fog,plain,4,RN_FOG_NO_ASCON#4,1409,0,0.146,116.21588089330025,0.0,0.8509500000000001,0.0,20.0,0.6666666666666666,0.933333,0.146945,55.10526315789474,60.299999999999784,0.9341666638851166,0.15952307151164855
RN_ASCON,RN,ASCON,standard,ascon,1,RN_ASCON#1,181,181,,,29.3,30.93395,35.93809479182661,,,,,,,,
RN_ASCON,RN,ASCON,standard,ascon,2,RN_ASCON#2,2073,2073,4.691999999999998,227.68219633943428,20.463849999999994,14.79285,94.88192788624727,4.0,0.13333333333333333,0.933333,0.142698,57.333333333333336,58.9,,
RN_ASCON,RN,ASCON,standard,ascon,3,RN_ASCON#3,2087,2087,4.6552,231.87066593285635,28.2171,33.84409999999998,93.02090749104346,30.0,1.0,0.916667,0.214765,65.24137931034483,61.0,0.8988888800144196,0.2457222661934793
RN_ASCON,RN,ASCON,standard,ascon,4,RN_ASCON#4,1388,1388,4.715599999999999,232.97019867549668,18.298149999999993,14.329049999999999,92.45383544410636,20.0,0.6666666666666666,0.983333,0.037074,63.473684210526315,70.79999999999984,0.9391666635870933,0.1678272337070666
RN_ASCON,RN,ASCON,standard,ascon,5,RN_ASCON#5,1382,1382,4.532,232.95341098169717,19.76359999999999,17.01640000000002,92.4800734470992,20.0,0.6666666666666666,0.983333,0.038647,64.63157894736842,70.99999999999977,0.9424999982118607,0.1754893167002592
RN_ASCON,RN,ASCON,standard,ascon,6,RN_ASCON#6,1383,1383,4.6546,233.03983402489627,13.83555,15.801650000000002,92.532291161487,20.0,0.6666666666666666,0.916667,0.237888,60.63157894736842,65.49999999999997,0.9524999931454659,0.17176540225045753
RN_ASCON,RN,ASCON,standard,ascon,7,RN_ASCON#7,1386,1386,4.80275,233.29850746268656,22.40985,24.432350000000003,92.31796867679682,20.0,0.6666666666666666,0.966667,0.151863,59.473684210526315,61.39999999999999,0.9533333271741867,0.1404073494893964
RN_ASCON,RN,ASCON,standard,ascon,8,RN_ASCON#8,1384,1384,4.7347,233.12624584717608,24.764799999999997,19.2391,92.38591836081464,20.0,0.6666666666666666,0.95,0.151913,59.68421052631579,63.199999999999996,0.9508333280682564,0.15097474250360388
RN_ASCON,RN,ASCON,standard,ascon,9,RN_ASCON#9,1380,1380,4.720199999999999,232.17666666666668,17.526849999999996,15.119500000000002,92.80472374108356,20.0,0.6666666666666666,0.933333,0.178108,59.36842105263158,61.499999999999986,0.9091666623950004,0.2395999944768846
RN_ASCON,RN,ASCON,standard,ascon,10,RN_ASCON#10,1381,1381,4.857,232.5203996669442,16.45184999999999,17.35445000000001,92.62876314247785,20.0,0.6666666666666666,0.933333,0.139853,59.473684210526315,62.3,0.9158333271741868,0.23254928552778437
RN_ASCON,RN,ASCON,standard,ascon,11,RN_ASCON#11,1383,1383,4.6437,232.9002493765586,21.87915,17.7754,92.51206932255957,20.0,0.6666666666666666,0.933333,0.123043,59.31578947368421,62.59999999999999,0.9258333295583725,0.18720949272392312
RN_ASCON,RN,ASCON,standard,ascon,12,RN_ASCON#12,1942,1942,4.547199999999999,231.92516205067767,39.814,48.725699999999996,93.18039560885335,27.0,0.9,0.9,0.182633,68.42307692307692,97.0,0.8988095191972596,0.24697650844297772
RN_ASCON,RN,ASCON,standard,ascon,13,RN_ASCON#13,1577,1577,4.58,232.0999281092739,46.10664999999999,33.262350000000005,93.69536787198665,20.0,0.6666666666666666,0.933333,0.149011,80.26315789473684,219.19999999999976,0.9057970915151679,0.24218640578708248
RN_ASCON,RN,ASCON,standard,ascon,14,RN_ASCON#14,1581,1581,4.626,231.789283128168,48.048850000000016,42.95484999999999,93.20829942829056,22.0,0.7333333333333333,0.966667,0.132259,69.57142857142857,108.0,0.9144927444665328,0.2408690676295563
RN_ASCON,RN,ASCON,standard,ascon,15,RN_ASCON#15,2302,2302,4.65745,231.3783783783784,44.102199999999996,32.80819999999999,95.14939570913194,23.0,0.7666666666666667,0.883333,0.283482,193.86363636363637,220.54999999999987,0.8740196035188788,0.31642840116503923
RN_NO_ASCON,RN,NO_ASCON,standard,plain,16,RN_NO_ASCON#16,1377,0,0.159,114.64529558701082,0.0,0.24735000000000001,0.0,20.0,0.6666666666666666,0.933333,0.155369,62.73684210526316,74.79999999999947,0.9083333298563957,0.2463823441416025
RN_NO_ASCON,RN,NO_ASCON,standard,plain,17,RN_NO_ASCON#17,2121,0,0.184,115.2803889789303,0.0,0.2579499999999999,0.0,30.0,1.0,0.866667,0.261434,50.10344827586207,51.599999999999994,0.9083333273728689,0.2319341416315486
RN_NO_ASCON,RN,NO_ASCON,standard,plain,18,RN_NO_ASCON#18,1392,0,0.167,116.33828382838284,0.0,0.2643500000000001,0.0,20.0,0.6666666666666666,0.933333,0.089868,50.10526315789474,52.199999999999996,0.956666661798954,0.15658352366299363
RN_NO_ASCON,RN,NO_ASCON,standard,plain,19,RN_NO_ASCON#19,1379,0,0.162,115.87760199833473,0.0,0.22525,0.0,20.0,0.6666666666666666,0.933333,0.103459,50.05263157894737,51.59999999999999,0.9416666626930237,0.15702917862217872
RN_NO_ASCON,RN,NO_ASCON,standard,plain,20,RN_NO_ASCON#20,1419,0,0.151,116.23970944309927,0.0,0.2563500000000001,0.0,20.0,0.6666666666666666,0.966667,0.058061,50.05263157894737,51.59999999999999,0.9474999949336051,0.164101247995859
RN_NO_ASCON,RN,NO_ASCON,standard,plain,21,RN_NO_ASCON#21,1373,0,0.1780999999999999,116.09583333333333,0.0,0.22949999999999984,0.0,19.0,0.6333333333333333,0.966667,0.085369,50.05555555555556,51.74999999999999,0.9410256346066793,0.16053071378682476
RN_NO_ASCON,RN,NO_ASCON,standard,plain,22,RN_NO_ASCON#22,1389,0,0.161,116.0,0.0,0.22815000000000002,0.0,20.0,0.6666666666666666,0.966667,0.143433,50.05263157894737,51.59999999999999,0.9474999934434891,0.1671123376290779
RN_NO_ASCON,RN,NO_ASCON,standard,plain,23,RN_NO_ASCON#23,1391,0,0.156,115.42774566473989,0.0,0.31230000000000013,0.0,20.0,0.6666666666666666,0.883333,0.269965,50.26315789473684,53.499999999999986,0.907499997317791,0.257742453715764
RN_NO_ASCON,RN,NO_ASCON,standard,plain,24,RN_NO_ASCON#24,1387,0,0.183,115.41342170671085,0.0,0.23854999999999998,0.0,20.0,0.6666666666666666,0.933333,0.140267,50.1578947368421,52.499999999999986,0.8966666609048843,0.28624974556732924
RN_NO_ASCON,RN,NO_ASCON,standard,plain,25,RN_NO_ASCON#25,1385,0,0.184,115.0298755186722,0.0,0.22625000000000003,0.0,20.0,0.6666666666666666,0.95,0.203323,50.31578947368421,52.79999999999998,0.9058333277702332,0.27666649012826383
RN_NO_ASCON,RN,NO_ASCON,standard,plain,26,RN_NO_ASCON#26,1384,0,0.156,115.33637873754152,0.0,0.23575,0.0,20.0,0.6666666666666666,0.933333,0.139039,50.1578947368421,52.59999999999999,0.9016666576266289,0.27841739188879727
RN_NO_ASCON,RN,NO_ASCON,standard,plain,27,RN_NO_ASCON#27,1396,0,0.163,115.21710526315789,0.0,0.2902500000000004,0.0,20.0,0.6666666666666666,0.933333,0.147609,50.1578947368421,54.099999999999994,0.8933333262801171,0.24020460583269596
RN_NO_ASCON,RN,NO_ASCON,standard,plain,28,RN_NO_ASCON#28,1382,0,0.155,115.11564059900167,0.0,0.26420000000000027,0.0,20.0,0.6666666666666666,0.883333,0.23971,50.21052631578947,52.09999999999998,0.9066666603088379,0.26367671163752676
RN_NO_ASCON,RN,NO_ASCON,standard,plain,29,RN_NO_ASCON#29,1383,0,0.17199999999999976,112.00414937759336,0.0,0.2352,0.0,20.0,0.6666666666666666,0.933333,0.176987,49.73684210526316,50.099999999999994,0.8699999958276748,0.35021730726584793
